Customer ID,churn_probability,at_risk_rule_bucket,cycle_risk_score,recency_vs_expected_gap,rfm_segment,customer_value_score,last_product,last_category,funnel_products,intervention_priority,winback_action
14103,1.0,At Risk,0.5,20.133333333333333,Lost,0.1578,This is a test product.,TEST001," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14190,1.0,At Risk,0.5,20.166666666666668,Lost,0.1578,FUSCHIA RETRO BAR STOOL,20785," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14207,1.0,At Risk,0.5,20.9,Lost,0.1578,SET OF 3 COLOURED  FLYING DUCKS,35004C," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16154,1.0,At Risk,0.5,20.7,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16137,1.0,At Risk,0.5,20.633333333333333,Lost,0.1578,PINK HEART SHAPE EGG FRYING PAN,84050," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
13757,1.0,At Risk,0.5,20.466666666666665,Lost,0.1578,GLASS CAKE STAND,21659," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
13664,1.0,At Risk,0.5,20.7,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16575,1.0,At Risk,0.5,20.7,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
13528,1.0,At Risk,0.5,20.7,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16514,1.0,At Risk,0.5,18.966666666666665,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16577,1.0,At Risk,0.5,20.2,Lost,0.1578,PAPER CHAIN KIT EMPIRE,22084," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16673,1.0,At Risk,0.5,20.6,Lost,0.1578,GLITTER HANGING BUTTERFLY STRING,20829," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
17130,1.0,At Risk,0.5,20.7,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12776,1.0,At Risk,0.5,20.233333333333334,Lost,0.1578,WOODLAND CHARLOTTE BAG,20719," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12706,1.0,At Risk,0.5,20.7,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12869,1.0,At Risk,0.5,20.7,Lost,0.1578,PINK HEART DOTS HOT WATER BOTTLE,21486," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
17328,1.0,At Risk,0.5,20.4,Lost,0.1578,ANTIQUE SILVER TEA GLASS ENGRAVED,84947," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
13009,1.0,At Risk,0.5,20.4,Lost,0.1578,JUMBO STORAGE BAG SUKI,21931," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
13054,1.0,At Risk,0.5,20.7,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12860,0.9972,At Risk,0.5,21.066666666666666,Lost,0.1578,FAWN BLUE HOT WATER BOTTLE,21481," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14939,0.9875,At Risk,0.5,19.0,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16304,0.9875,At Risk,0.5,21.133333333333333,Lost,0.1578,HANGING PHOTO CLIP ROPE LADDER,47480," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14337,0.9836,At Risk,0.5,22.333333333333332,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
15022,0.9836,At Risk,0.5,20.533333333333335,Lost,0.1578,WHITE HANGING HEART T-LIGHT HOLDER,85123A," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14376,0.9836,At Risk,0.5,20.733333333333334,Lost,0.1578,BLUE BUTTERFLY ON SPRING,44241C," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
15338,0.9836,At Risk,0.5,20.533333333333335,Lost,0.1578,LADIES & GENTLEMEN METAL SIGN,85150," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14313,0.9836,At Risk,0.5,18.766666666666666,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
15371,0.9836,At Risk,0.5,20.033333333333335,Lost,0.1578,OVERNIGHT BAG VINTAGE ROSE PAISLEY,22278," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14943,0.9836,At Risk,0.5,20.066666666666666,Lost,0.1578,GREEN FERN NOTEBOOK,20774," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14602,0.9836,At Risk,0.5,19.833333333333332,Lost,0.1578,PARTY CONES CANDY ASSORTED,22128," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14925,0.9836,At Risk,0.5,22.333333333333332,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14637,0.9836,At Risk,0.5,20.533333333333335,Lost,0.1578,GARLAND WOODEN HAPPY EASTER,22241," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14884,0.9836,At Risk,0.5,20.266666666666666,Lost,0.1578,PINK TEATIME PRINT BOWL,20672," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14864,0.9836,At Risk,0.5,22.333333333333332,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14630,0.9836,At Risk,0.5,14.1,Lost,0.1578,PIGGY BANK RETROSPOT ,22637," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14726,0.9836,At Risk,0.5,19.8,Lost,0.1578,PARTY CONE CHRISTMAS DECORATION ,22130," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16703,0.9836,At Risk,0.5,22.333333333333332,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
13191,0.9836,At Risk,0.5,19.9,Lost,0.1578,S/4 ROSE PINK DINNER CANDLES,72801C," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
17136,0.9836,At Risk,0.5,20.033333333333335,Lost,0.1578,EDWARDIAN PARASOL PINK,15056P," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
17207,0.9836,At Risk,0.5,19.7,Lost,0.1578,BUNNY EGG GARLAND,85186C," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12555,0.9836,At Risk,0.5,20.7,Lost,0.1578,Adjustment by john on 26/01/2010 16,ADJUST," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
13100,0.9836,At Risk,0.5,18.8,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12896,0.9836,At Risk,0.5,22.333333333333332,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12846,0.9836,At Risk,0.5,20.7,Lost,0.1578,Adjustment by john on 26/01/2010 16,ADJUST," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12606,0.9836,At Risk,0.5,20.7,Lost,0.1578,Adjustment by john on 26/01/2010 16,ADJUST," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
14763,0.9836,At Risk,0.5,22.366666666666667,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
17943,0.9836,At Risk,0.5,20.633333333333333,Hibernating,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12570,0.9836,At Risk,0.5,20.7,Lost,0.1578,Adjustment by john on 26/01/2010 17,ADJUST," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12848,0.9836,At Risk,0.5,20.5,Lost,0.1578,BLACK/WHITE GLASS/SILVER BRACELET,90010B," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
17319,0.9836,At Risk,0.5,20.266666666666666,Lost,0.1578,CITRUS GARLAND FELT FLOWERS ,84741C," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
17294,0.9836,At Risk,0.5,20.266666666666666,Lost,0.1578,ABSTRACT CIRCLES POCKET BOOK,20758," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
13409,0.9836,At Risk,0.5,18.766666666666666,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16853,0.9836,At Risk,0.5,22.333333333333332,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
16994,0.9836,At Risk,0.5,18.833333333333332,Lost,0.1578,Unknown Product,," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
13392,0.9836,At Risk,0.5,20.533333333333335,Lost,0.1578,VINTAGE KID DOLLY CARD ,21508," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
12404,0.9836,At Risk,0.5,20.7,Lost,0.1578,Adjustment by john on 26/01/2010 16,ADJUST," DOLLY GIRL BEAKER, 10 COLOUR SPACEBOY PEN, 12 COLOURED PARTY BALLOONS, 12 IVORY ROSE PEG PLACE SETTINGS, 12 MINI TOADSTOOL PEGS",P1 - Urgent Win-back,Email chăm sóc + voucher mạnh + nhắc đúng chu kỳ mua
