Customer ID,snapshot_date,recency_days,frequency_90d,monetary_90d,avg_order_value_90d,return_rate_90d,tenure_days,n_unique_days,avg_days_between_orders,day_of_week_mode,recency_velocity,churn_label,purchase_intensity,loyalty_score,retention_score,customer_value_score,churn_risk_index,rfm_segment,cycle_median_gap_days,cycle_mean_gap_days,cycle_std_gap_days,cycle_cv,orders_last30d,orders_prev60d,spend_last30d,spend_prev60d,order_rate_ratio,spend_rate_ratio,frequency_momentum,spend_momentum,expected_cycle_days,recency_vs_expected_gap,days_past_expected_gap,cycle_break_flag,cycle_risk_score,at_risk_rule_score,at_risk_rule_bucket,churn_probability,churn_predicted,total_units_90d,avg_units_per_line_90d,distinct_products_90d,distinct_invoices_90d,latest_country,avg_units_per_invoice_90d,max_units_per_invoice_90d,customer_model,behavior_segment
12363,2011-10-10 12:50:00,49,7,252.9,36.128571428571426,0.0,181,2,6.0,0,0.27071823204419887,1,0.03867403314917127,0.3597,0.7293,0.1612,0.6182,Loyal,133.0,133.0,0.0,0.0,0.0,1.0,0.0,252.9,0.5,0.007846214201647704,-0.5,-126.45,133.0,0.3684210526315789,-84.0,0,0.306,2,Watchlist,0.6464,1,126.0,18.0,7.0,1.0,Unspecified,126.0,126.0,B2C / Consumer-like,Core Active
12364,2011-10-10 12:50:00,17,36,703.72,19.547777777777778,0.0,51,2,0.9714285714285714,4,0.3333333333333333,0,0.7058823529411765,0.3218,0.6667,0.1671,0.593,Champions,34.0,34.0,0.0,0.0,1.0,1.0,79.8,623.92,1.5,0.2581799591002045,0.5,-232.15999999999997,34.0,0.5,-17.0,0,0.1989,1,Low Risk,0.4269,1,736.0,20.444444444444443,34.0,2.0,Belgium,368.0,555.0,B2B / Account-like,Bulk / Wholesale
12365,2011-10-10 12:50:00,230,0,0.0,0.0,0.0,230,1,0.0,0,1.0,1,0.0,0.3,0.0,0.1578,0.7269,Hibernating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,7.666666666666667,200.0,1,0.5,4,At Risk,0.7998,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12366,2011-10-10 12:50:00,573,0,0.0,0.0,0.0,573,1,0.0,1,1.0,1,0.0,0.3,0.0,0.1578,0.9292,Lost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,19.1,543.0,1,0.5,4,At Risk,0.9455,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12368,2011-10-10 12:50:00,567,0,0.0,0.0,0.0,567,1,0.0,6,1.0,1,0.0,0.3,0.0,0.1578,0.9257,Lost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,18.9,537.0,1,0.5,4,At Risk,0.9455,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12369,2011-10-10 12:50:00,352,0,0.0,0.0,0.0,581,3,2.467391304347826,3,0.6058519793459552,1,0.0,0.4013,0.3941,0.1578,0.7988,Lost,114.0,114.0,78.0,0.6842105263157895,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,114.0,3.087719298245614,238.0,1,0.5,4,At Risk,0.7998,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12370,2011-10-10 12:50:00,214,0,0.0,0.0,0.0,608,5,2.2848837209302326,1,0.3519736842105263,0,0.0,0.4743,0.648,0.1578,0.7174,Hibernating,63.5,98.5,99.6506397370333,1.0116816216957696,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,63.5,3.37007874015748,150.5,1,0.5,4,At Risk,0.482,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12371,2011-10-10 12:50:00,348,0,0.0,0.0,0.0,584,2,2.2815533980582523,1,0.5958904109589042,0,0.0,0.4044,0.4041,0.1578,0.7965,Lost,236.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,236.0,1.4745762711864407,112.0,0,0.2949,3,Watchlist,0.7238,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12372,2011-10-10 12:50:00,11,13,383.12,29.470769230769232,0.0,236,3,4.392156862745098,2,0.046610169491525424,1,0.05508474576271186,0.402,0.9534,0.1625,0.5944,Loyal,112.5,112.5,28.5,0.25333333333333335,1.0,0.0,383.12,0.0,3.0,384.12,1.0,383.12,112.5,0.09777777777777778,-101.5,0,0.0196,0,Low Risk,0.6965,1,202.0,15.538461538461538,13.0,1.0,Denmark,202.0,202.0,B2C / Consumer-like,Core Active
12373,2011-10-10 12:50:00,250,0,0.0,0.0,0.0,613,3,7.22,3,0.4078303425774878,1,0.0,0.4606,0.5922,0.1578,0.7387,Hibernating,181.0,181.0,132.0,0.7292817679558011,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,181.0,1.3812154696132597,69.0,0,0.2762,3,Watchlist,0.824,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12374,2011-10-10 12:50:00,360,0,0.0,0.0,0.0,527,2,3.3877551020408165,4,0.683111954459203,0,0.0,0.3739,0.3169,0.1578,0.8036,Lost,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,167.0,2.155688622754491,193.0,1,0.4311,4,At Risk,0.6904,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12375,2011-10-10 12:50:00,37,11,230.3,20.936363636363637,0.0,37,1,0.0,4,1.0,0,0.2972972972972973,0.3021,0.0,0.1612,0.6105,Loyal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,230.3,0.5,0.008609556607834697,-0.5,-115.15,30.0,1.2333333333333334,7.0,0,0.4789,3,Watchlist,0.5234,1,87.0,7.909090909090909,11.0,1.0,Finland,87.0,87.0,B2C / Consumer-like,Core Active
12376,2011-10-10 12:50:00,329,0,0.0,0.0,0.0,357,2,2.3333333333333335,0,0.9215686274509803,1,0.0,0.3124,0.0784,0.1578,0.7853,Hibernating,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0,11.75,301.0,1,0.5,4,At Risk,0.8011,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12377,2011-10-10 12:50:00,254,0,0.0,0.0,0.0,528,4,1.8079470198675496,3,0.4810606060606061,1,0.0,0.4212,0.5189,0.1578,0.741,Hibernating,39.0,91.33333333333333,82.64112508645775,0.9048298367130411,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,39.0,6.512820512820513,215.0,1,0.5,4,At Risk,0.6911,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12378,2011-10-10 12:50:00,69,219,4008.62,18.30420091324201,0.0,501,2,1.44,1,0.1377245508982036,1,0.437125748502994,0.5322,0.8623,0.2098,0.5825,Loyal,433.0,433.0,0.0,0.0,0.0,1.0,0.0,4008.62,0.5,0.0004986760151796979,-0.5,-2004.31,433.0,0.15935334872979215,-364.0,0,0.2651,2,Watchlist,0.6594,1,2529.0,11.547945205479452,219.0,1.0,Switzerland,2529.0,2529.0,B2B / Account-like,Key Account / Strategic
12379,2011-10-10 12:50:00,21,20,392.40000000000003,19.62,0.0,474,5,5.567901234567901,2,0.04430379746835443,1,0.04219409282700422,0.5042,0.9557,0.1632,0.599,Champions,112.0,151.0,72.0324001173546,0.47703576236658674,1.0,0.0,392.40000000000003,0.0,3.0,393.40000000000003,1.0,392.40000000000003,112.0,0.1875,-91.0,0,0.0375,0,Low Risk,0.6324,1,196.0,9.8,20.0,1.0,Belgium,196.0,196.0,B2C / Consumer-like,Explorer / Cross-sell Ready
12380,2011-10-10 12:50:00,17,28,626.01,22.357499999999998,0.0,602,7,2.4107883817427385,1,0.02823920265780731,0,0.046511627906976744,0.5641,0.9718,0.1656,0.5947,Champions,107.0,116.8,89.20403578314155,0.7637331830748421,1.0,0.0,626.01,0.0,3.0,627.01,1.0,626.01,107.0,0.1588785046728972,-90.0,0,0.0318,0,Low Risk,0.5881,1,290.0,10.357142857142858,28.0,1.0,Belgium,290.0,290.0,B2C / Consumer-like,VIP / Loyal
12381,2011-10-10 12:50:00,39,66,1227.39,18.596818181818183,0.06060606060606061,59,2,0.2923076923076923,4,0.6610169491525424,0,1.11864406779661,0.3212,0.3184,0.174,0.5993,Loyal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1268.74,0.5,0.0015738860821253758,-0.5,-634.37,0.2923076923076923,133.42105263157893,38.707692307692305,1,0.7331,4,At Risk,0.4287,1,568.0,9.161290322580646,62.0,1.0,Norway,568.0,568.0,B2B / Account-like,Key Account / Strategic
12382,2011-10-10 12:50:00,621,0,0.0,0.0,0.0,621,1,0.0,1,1.0,1,0.0,0.3,0.0,0.1578,0.9575,Lost,,,,,,,,,,,,,30.0,20.7,591.0,1,0.5,4,At Risk,1.0,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12383,2011-10-10 12:50:00,124,0,0.0,0.0,0.0,291,6,1.6666666666666667,2,0.4261168384879725,1,0.0,0.3739,0.5739,0.1578,0.6643,Potential Loyalist,43.0,42.0,16.170961628796228,0.3850228959237197,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,2.883720930232558,81.0,1,0.5,4,At Risk,0.4287,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,Core Active
12384,2011-10-10 12:50:00,19,17,273.58000000000004,16.09294117647059,0.17647058823529413,61,2,2.5625,2,0.3114754098360656,0,0.2786885245901639,0.3218,0.567,0.1621,0.5986,Loyal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,292.69,0.5,0.006786792901014626,-0.5,-146.345,2.5625,7.414634146341464,16.4375,1,0.7324,4,At Risk,0.3667,1,62.0,4.428571428571429,14.0,1.0,Switzerland,62.0,62.0,B2C / Consumer-like,Core Active
12385,2011-10-10 12:50:00,318,0,0.0,0.0,0.0,318,1,0.0,3,1.0,1,0.0,0.3,0.0,0.1578,0.7788,Hibernating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,10.6,288.0,1,0.5,4,At Risk,0.8604,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12386,2011-10-10 12:50:00,277,0,0.0,0.0,0.0,306,2,3.2222222222222223,2,0.9052287581699346,1,0.0,0.3128,0.0948,0.1578,0.7546,Hibernating,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,29.0,9.551724137931034,248.0,1,0.5,4,At Risk,0.6567,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12387,2011-10-10 12:50:00,354,0,0.0,0.0,0.0,354,1,0.0,2,1.0,1,0.0,0.3,0.0,0.1578,0.8,Lost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,11.8,324.0,1,0.5,4,At Risk,0.8159,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12388,2011-10-10 12:50:00,15,57,1728.01,30.315964912280702,0.0,521,7,3.6715328467153285,3,0.028790786948176585,0,0.10940499040307101,0.5346,0.9712,0.1756,0.5858,Champions,96.0,84.5,46.34562187161444,0.5484688978889283,1.0,1.0,825.9200000000001,902.09,1.5,1.8292869072769304,0.5,374.87500000000006,96.0,0.15625,-81.0,0,0.0312,0,Low Risk,0.441,1,907.0,15.912280701754385,45.0,2.0,Australia,453.5,478.0,B2B / Account-like,Key Account / Strategic
12389,2011-10-10 12:50:00,342,0,0.0,0.0,0.0,595,3,5.25,1,0.5747899159663865,1,0.0,0.4119,0.4252,0.1578,0.7929,Hibernating,126.5,126.5,38.5,0.30434782608695654,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,126.5,2.7035573122529644,215.5,1,0.5,4,At Risk,0.8113,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12390,2011-10-10 12:50:00,19,32,549.84,17.1825,0.0,19,1,0.0,2,1.0,1,1.6842105263157894,0.306,0.0,0.1656,0.5952,Champions,0.0,0.0,0.0,0.0,1.0,0.0,549.84,0.0,3.0,550.84,1.0,549.84,30.0,0.6333333333333333,-11.0,0,0.1267,0,Low Risk,0.465,1,353.0,11.03125,32.0,1.0,Belgium,353.0,353.0,B2C / Consumer-like,Explorer / Cross-sell Ready
12391,2011-10-10 12:50:00,404,0,0.0,0.0,0.0,602,5,1.106145251396648,2,0.6710963455149501,0,0.0,0.3876,0.3289,0.1578,0.8295,Lost,58.0,66.0,51.749396131742444,0.7840817595718552,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.0,6.9655172413793105,346.0,1,0.5,4,At Risk,0.7045,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12392,2011-10-10 12:50:00,530,0,0.0,0.0,0.0,530,1,0.0,1,1.0,1,0.0,0.3,0.0,0.1578,0.9038,Lost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,17.666666666666668,500.0,1,0.5,4,At Risk,0.9363,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12393,2011-10-10 12:50:00,11,25,521.5,20.86,0.0,367,7,3.18018018018018,0,0.02997275204359673,1,0.0681198910081744,0.4622,0.97,0.1646,0.5919,Champions,50.0,71.2,57.03121952053981,0.801000274164885,1.0,0.0,521.5,0.0,3.0,522.5,1.0,521.5,50.0,0.22,-39.0,0,0.044,0,Low Risk,0.5257,1,294.0,11.76,24.0,1.0,Australia,294.0,294.0,B2C / Consumer-like,Explorer / Cross-sell Ready
12394,2011-10-10 12:50:00,3,6,891.4000000000001,148.5666666666667,0.0,156,2,5.884615384615385,4,0.019230769230769232,1,0.038461538461538464,0.3688,0.9808,0.1679,0.59,Loyal,154.0,154.0,0.0,0.0,1.0,0.0,891.4000000000001,0.0,3.0,892.4000000000001,1.0,891.4000000000001,154.0,0.01948051948051948,-151.0,0,0.0039,0,Low Risk,0.7394,1,637.0,106.16666666666667,6.0,1.0,Denmark,637.0,637.0,B2B / Account-like,Key Account / Strategic
12395,2011-10-10 12:50:00,5,24,512.63,21.359583333333333,0.0,542,14,2.65,4,0.00922509225092251,0,0.04428044280442804,0.5421,0.9908,0.1644,0.5886,Champions,46.0,48.72727272727273,27.571694672388894,0.5658370175303691,1.0,1.0,346.68,165.95000000000002,1.5,4.140279845192021,0.5,263.705,46.0,0.10869565217391304,-41.0,0,0.0217,0,Low Risk,0.2823,1,153.0,6.375,23.0,2.0,Belgium,76.5,118.0,B2C / Consumer-like,Explorer / Cross-sell Ready
12396,2011-10-10 12:50:00,613,0,0.0,0.0,0.0,613,1,0.0,2,1.0,1,0.0,0.3,0.0,0.1578,0.9528,Lost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,20.433333333333334,583.0,1,0.5,4,At Risk,1.0,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12397,2011-10-10 12:50:00,74,70,1214.81,17.35442857142857,0.0,74,1,0.0,2,1.0,0,0.9459459459459459,0.3131,0.0,0.1744,0.6192,Loyal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1214.81,0.5,0.0016436419819035018,-0.5,-607.405,30.0,2.466666666666667,44.0,1,0.7264,4,At Risk,0.7125,1,704.0,10.057142857142857,70.0,1.0,Belgium,704.0,704.0,B2B / Account-like,Key Account / Strategic
12399,2011-10-10 12:50:00,58,12,209.62,17.468333333333334,0.0,584,7,4.807339449541284,4,0.09931506849315068,1,0.02054794520547945,0.535,0.9007,0.1611,0.6227,Loyal,94.0,87.5,41.47187802193996,0.47396432025074237,0.0,1.0,0.0,209.62,0.5,0.009450902561194593,-0.5,-104.81,94.0,0.6170212765957447,-36.0,0,0.3555,2,Watchlist,0.4996,1,175.0,14.583333333333334,12.0,1.0,Belgium,175.0,175.0,B2C / Consumer-like,Core Active
12400,2011-10-10 12:50:00,353,0,0.0,0.0,0.0,353,1,0.0,3,1.0,1,0.0,0.3,0.0,0.1578,0.7994,Lost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,11.766666666666667,323.0,1,0.5,4,At Risk,0.8656,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12401,2011-10-10 12:50:00,242,0,0.0,0.0,0.0,242,1,0.0,2,1.0,1,0.0,0.3,0.0,0.1578,0.7339,Hibernating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,8.066666666666666,212.0,1,0.5,4,At Risk,0.8274,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12402,2011-10-10 12:50:00,262,0,0.0,0.0,0.0,610,7,4.914285714285715,6,0.42950819672131146,1,0.0,0.454,0.5705,0.1578,0.7457,Hibernating,70.0,69.4,6.7111846942250075,0.09670294948451019,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,70.0,3.742857142857143,192.0,1,0.5,4,At Risk,0.7998,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,At Risk / Churned
12403,2011-10-10 12:50:00,461,0,0.0,0.0,0.0,461,1,0.0,1,1.0,0,0.0,0.3,0.0,0.1578,0.8631,Lost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,15.366666666666667,431.0,1,0.5,4,At Risk,0.7962,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12404,2011-10-10 12:50:00,621,0,0.0,0.0,0.0,621,1,0.0,1,1.0,1,0.0,0.3,0.0,0.1578,0.9575,Lost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,20.7,591.0,1,0.5,4,At Risk,0.9836,1,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,B2C / Consumer-like,One-time / Occasional
12405,2011-10-10 12:50:00,88,54,1710.39,31.67388888888889,0.0,88,1,0.0,3,1.0,1,0.6136363636363636,0.3101,0.0,0.1752,0.6294,Loyal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1710.39,0.5,0.0011679582338135588,-0.5,-855.195,30.0,2.933333333333333,58.0,1,0.7332,4,At Risk,0.7225,1,857.0,15.87037037037037,54.0,1.0,Finland,857.0,857.0,B2B / Account-like,Key Account / Strategic
